Date,Observer,Site,Transect,Depth_m,Meter_Mark,Quad_point,Prim_Sub,Status,Sec_Sub,Urchin_count
8/1/2019,PS,SCSOUTH,1,1.5,22,10,PORI,D,ZPUL,7
8/1/2019,PS,SCSOUTH,1,1.5,22,11,PORI,D,ZPUL,7
8/1/2019,PS,SCSOUTH,1,1.5,22,12,PORI,L,NA,7
8/1/2019,PS,SCSOUTH,1,1.5,22,13,PORI,D,ZPUL,7
8/1/2019,PS,SCSOUTH,1,1.5,22,14,MALC,L,NA,7
8/1/2019,PS,SCSOUTH,1,1.5,22,15,MALC,L,NA,7
8/1/2019,PS,SCSOUTH,1,1.5,22,16,MALC,L,NA,7
8/1/2019,PS,SCSOUTH,1,1.5,22,17,PORI,D,HALI,7
8/1/2019,PS,SCSOUTH,1,1.5,22,18,MALC,L,NA,7
8/1/2019,PS,SCSOUTH,1,1.5,22,19,DCOR,D,HALI,7
8/1/2019,PS,SCSOUTH,1,1.5,22,20,MALC,L,NA,7
8/1/2019,PS,SCSOUTH,1,1.5,22,21,MALC,D,HALI,7
8/1/2019,PS,SCSOUTH,1,1.5,22,22,DCOR,D,HALI,7
8/1/2019,PS,SCSOUTH,1,1.5,22,23,PORI,D,HALI,7
8/1/2019,PS,SCSOUTH,1,1.5,22,24,PORI,L,NA,7
8/1/2019,PS,SCSOUTH,1,1.5,22,25,PORI,D,HALI,7
8/1/2019,PS,SCSOUTH,1,1.5,24,1,PORI,D,DICT,22
8/1/2019,PS,SCSOUTH,1,1.5,24,2,PORI,D,BULB,22
8/1/2019,PS,SCSOUTH,1,1.5,24,3,PORI,D,CCA,22
8/1/2019,PS,SCSOUTH,1,1.5,24,4,MALC,D,SPONGE,22
8/1/2019,PS,SCSOUTH,1,1.5,24,5,RUBB,NA,NA,22
8/1/2019,PS,SCSOUTH,1,1.5,24,6,PORI,L,NA,22
8/1/2019,PS,SCSOUTH,1,1.5,24,7,PORI,D,HALI,22
8/1/2019,PS,SCSOUTH,1,1.5,24,8,PORI,L,NA,22
8/1/2019,PS,SCSOUTH,1,1.5,24,9,PORI,L,NA,22
8/1/2019,PS,SCSOUTH,1,1.5,24,10,PORI,L,NA,22
8/1/2019,PS,SCSOUTH,1,1.5,24,11,PORI,L,NA,22
8/1/2019,PS,SCSOUTH,1,1.5,24,12,PORI,D,HALI,22
8/1/2019,PS,SCSOUTH,1,1.5,24,13,PORI,D,SPONGE,22
8/1/2019,PS,SCSOUTH,1,1.5,24,14,PORI,D,HALI,22
8/1/2019,PS,SCSOUTH,1,1.5,24,15,SAND,NA,NA,22
8/1/2019,PS,SCSOUTH,1,1.5,24,16,PORI,D,HALI,22
8/1/2019,PS,SCSOUTH,1,1.5,24,17,PORI,D,CCA,22
8/1/2019,PS,SCSOUTH,1,1.5,24,18,PORI,D,DICT,22
8/1/2019,PS,SCSOUTH,1,1.5,24,19,PORI,L,NA,22
8/1/2019,PS,SCSOUTH,1,1.5,24,20,PORI,D,SPONGE,22
8/1/2019,PS,SCSOUTH,1,1.5,24,21,SAND,NA,NA,22
8/1/2019,PS,SCSOUTH,1,1.5,24,22,PORI,L,NA,22
8/1/2019,PS,SCSOUTH,1,1.5,24,23,PORI,L,NA,22
8/1/2019,PS,SCSOUTH,1,1.5,24,24,RUBB,NA,NA,22
8/1/2019,PS,SCSOUTH,1,1.5,24,25,RUBB,NA,NA,22
8/1/2019,PS,SCSOUTH,1,1.5,26,1,PORI,D,ZPUL,6
8/1/2019,PS,SCSOUTH,1,1.5,26,2,PORI,L,NA,6
8/1/2019,PS,SCSOUTH,1,1.5,26,3,PORI,D,ZPUL,6
8/1/2019,PS,SCSOUTH,1,1.5,26,4,PORI,L,NA,6
8/1/2019,PS,SCSOUTH,1,1.5,26,5,PORI,D,ZPUL,6
8/1/2019,PS,SCSOUTH,1,1.5,26,6,PORI,D,ZPUL,6
8/1/2019,PS,SCSOUTH,1,1.5,26,7,PORI,L,NA,6
8/1/2019,PS,SCSOUTH,1,1.5,26,8,PORI,L,NA,6
8/1/2019,PS,SCSOUTH,1,1.5,26,9,PORI,L,NA,6
8/1/2019,PS,SCSOUTH,1,1.5,26,10,PORI,D,ZPUL,6
8/1/2019,PS,SCSOUTH,1,1.5,26,11,PORI,L,NA,6
8/1/2019,PS,SCSOUTH,1,1.5,26,12,PORI,L,NA,6
8/1/2019,PS,SCSOUTH,1,1.5,26,13,PORI,L,NA,6
8/1/2019,PS,SCSOUTH,1,1.5,26,14,PORI,L,NA,6
8/1/2019,PS,SCSOUTH,1,1.5,26,15,PORI,L,NA,6
8/1/2019,PS,SCSOUTH,1,1.5,26,16,PORI,D,ZPUL,6
8/1/2019,PS,SCSOUTH,1,1.5,26,17,PORI,L,NA,6
8/1/2019,PS,SCSOUTH,1,1.5,26,18,PORI,D,ZPUL,6
8/1/2019,PS,SCSOUTH,1,1.5,26,19,PORI,D,ZPUL,6
8/1/2019,PS,SCSOUTH,1,1.5,26,20,PORI,D,ZPUL,6
8/1/2019,PS,SCSOUTH,1,1.5,26,21,PORI,L,NA,6
8/1/2019,PS,SCSOUTH,1,1.5,26,22,PORI,D,SPONGE,6
8/1/2019,PS,SCSOUTH,1,1.5,26,23,PORI,D,ZPUL,6
8/1/2019,PS,SCSOUTH,1,1.5,26,24,PORI,L,NA,6
8/1/2019,PS,SCSOUTH,1,1.5,26,25,PORI,L,NA,6
8/1/2019,PS,SCSOUTH,1,1.5,28,1,PORI ,L,NA,18
8/1/2019,PS,SCSOUTH,1,1.5,28,2,DCOR,D,HALI,18
8/1/2019,PS,SCSOUTH,1,1.5,28,3,MALC,D,SPONGE,18
8/1/2019,PS,SCSOUTH,1,1.5,28,4,MALC,D,HALI,18
8/1/2019,PS,SCSOUTH,1,1.5,28,5,MALC,D,HALI,18
8/1/2019,PS,SCSOUTH,1,1.5,28,6,MALC,L,NA,18
8/1/2019,PS,SCSOUTH,1,1.5,28,7,MALC,L,NA,18
8/1/2019,PS,SCSOUTH,1,1.5,28,8,MALC,D,NA,18
8/1/2019,PS,SCSOUTH,1,1.5,28,9,MALC,L,NA,18
8/1/2019,PS,SCSOUTH,1,1.5,28,10,DCOR,D,ZPUL,18
8/1/2019,PS,SCSOUTH,1,1.5,28,11,SAND,NA,NA,18
8/1/2019,PS,SCSOUTH,1,1.5,28,12,MALC,L,NA,18
8/1/2019,PS,SCSOUTH,1,1.5,28,13,MALC,L,NA,18
8/1/2019,PS,SCSOUTH,1,1.5,28,14,MALC,L,NA,18
8/1/2019,PS,SCSOUTH,1,1.5,28,15,MALC,L,NA,18
8/1/2019,PS,SCSOUTH,1,1.5,28,16,MALC,L,NA,18
8/1/2019,PS,SCSOUTH,1,1.5,28,17,DCOR,D,HALI,18
8/1/2019,PS,SCSOUTH,1,1.5,28,18,DCOR,D,HALI,18
8/1/2019,PS,SCSOUTH,1,1.5,28,19,PORI,D,HALI,18
8/1/2019,PS,SCSOUTH,1,1.5,28,20,MALC,D,NA,18
8/1/2019,PS,SCSOUTH,1,1.5,28,21,MALC,D,NA,18
8/1/2019,PS,SCSOUTH,1,1.5,28,22,MALC,L,NA,18
8/1/2019,PS,SCSOUTH,1,1.5,28,23,MALC,D,HALI,18
8/1/2019,PS,SCSOUTH,1,1.5,28,24,PORI,D,ZPUL,18
8/1/2019,PS,SCSOUTH,1,1.5,28,25,GRASS,L,NA,18
2019_08_01,PS,SCNORTH,1,1.5,2,1,PORI,D,DICT,8
2019_08_01,PS,SCNORTH,1,1.5,2,2,PORI,D,DICT,8
2019_08_01,PS,SCNORTH,1,1.5,2,3,PORI,D,CCA,8
2019_08_01,PS,SCNORTH,1,1.5,2,4,PORI,D,TURF,8
2019_08_01,PS,SCNORTH,1,1.5,2,5,PORI,D,CCA,8
2019_08_01,PS,SCNORTH,1,1.5,2,6,PORI,D,TURF,8
2019_08_01,PS,SCNORTH,1,1.5,2,7,PORI,D,DICT,8
2019_08_01,PS,SCNORTH,1,1.5,2,8,PORI,D,DICT,8
2019_08_01,PS,SCNORTH,1,1.5,2,9,PORI,D,DICT,8
2019_08_01,PS,SCNORTH,1,1.5,2,10,PORI,D,DICT,8
2019_08_01,PS,SCNORTH,1,1.5,2,11,PORI,D,DICT,8
2019_08_01,PS,SCNORTH,1,1.5,2,12,PORI,D,DICT,8
2019_08_01,PS,SCNORTH,1,1.5,2,13,PORI,D,DICT,8
2019_08_01,PS,SCNORTH,1,1.5,2,14,PORI,D,DICT,8
2019_08_01,PS,SCNORTH,1,1.5,2,15,PORI,D,DICT,8
2019_08_01,PS,SCNORTH,1,1.5,2,16,PORI,L,NA,8
2019_08_01,PS,SCNORTH,1,1.5,2,17,PORI,D,DICT,8
2019_08_01,PS,SCNORTH,1,1.5,2,18,PORI,D,NA,8
2019_08_01,PS,SCNORTH,1,1.5,2,19,PORI,D,DICT,8
2019_08_01,PS,SCNORTH,1,1.5,2,20,PORI,D,HALI,8
2019_08_01,PS,SCNORTH,1,1.5,2,21,PORI,D,DICT,8
2019_08_01,PS,SCNORTH,1,1.5,2,22,PORI,D,DICT,8
2019_08_01,PS,SCNORTH,1,1.5,2,23,PORI,D,DICT,8
2019_08_01,PS,SCNORTH,1,1.5,2,24,PORI,L,NA,8
2019_08_01,PS,SCNORTH,1,1.5,2,25,PORI,L,NA,8
2019_08_01,PS,SCNORTH,1,1.5,4,1,PORI,D,ZPUL,39
2019_08_01,PS,SCNORTH,1,1.5,4,2,PORI,D,ZPUL,39
2019_08_01,PS,SCNORTH,1,1.5,4,3,PORI,D,ZPUL,39
2019_08_01,PS,SCNORTH,1,1.5,4,4,PORI,D,NA,39
2019_08_01,PS,SCNORTH,1,1.5,4,5,PORI,D,CCA,39
2019_08_01,PS,SCNORTH,1,1.5,4,6,PORI,D,NA,39
2019_08_01,PS,SCNORTH,1,1.5,4,7,PORI,D,CCA,39
2019_08_01,PS,SCNORTH,1,1.5,4,8,PORI,D,TURF,39
2019_08_01,PS,SCNORTH,1,1.5,4,9,PORI,D,MALC,39
2019_08_01,PS,SCNORTH,1,1.5,4,10,PORI,D,ZPUL,39
2019_08_01,PS,SCNORTH,1,1.5,4,11,PORI,D,ZPUL,39
2019_08_01,PS,SCNORTH,1,1.5,4,12,PORI,D,NA,39
2019_08_01,PS,SCNORTH,1,1.5,4,13,PORI,D,ZPUL,39
2019_08_01,PS,SCNORTH,1,1.5,4,14,PORI,D,ZPUL,39
2019_08_01,PS,SCNORTH,1,1.5,4,15,PORI,D,NA,39
2019_08_01,PS,SCNORTH,1,1.5,4,16,PORI,D,TURF,39
2019_08_01,PS,SCNORTH,1,1.5,4,17,PORI,D,CCA,39
2019_08_01,PS,SCNORTH,1,1.5,4,18,PORI,D,ZPUL,39
2019_08_01,PS,SCNORTH,1,1.5,4,19,PORI,D,TURF,39
2019_08_01,PS,SCNORTH,1,1.5,4,20,PORI,D,ZPUL,39
2019_08_01,PS,SCNORTH,1,1.5,4,21,PORI,D,NA,39
2019_08_01,PS,SCNORTH,1,1.5,4,22,PORI,D,NA,39
2019_08_01,PS,SCNORTH,1,1.5,4,23,PORI,D,CCA,39
2019_08_01,PS,SCNORTH,1,1.5,4,24,PORI,D,CCA,39
2019_08_01,PS,SCNORTH,1,1.5,4,25,PORI,D,CCA,39
2019_08_01,PS,SCNORTH,1,1.5,6,1,MALC,L,NA,51
2019_08_01,PS,SCNORTH,1,1.5,6,2,MALC,L,NA,51
2019_08_01,PS,SCNORTH,1,1.5,6,3,MALC,D,NA,51
2019_08_01,PS,SCNORTH,1,1.5,6,4,MALC,L,NA,51
2019_08_01,PS,SCNORTH,1,1.5,6,5,SAND,NA,NA,51
2019_08_01,PS,SCNORTH,1,1.5,6,6,MALC,D,NA,51
2019_08_01,PS,SCNORTH,1,1.5,6,7,MALC,D,NA,51
2019_08_01,PS,SCNORTH,1,1.5,6,8,MALC,L,NA,51
2019_08_01,PS,SCNORTH,1,1.5,6,9,MALC,D,SPONGE,51
2019_08_01,PS,SCNORTH,1,1.5,6,10,MALC,L,NA,51
2019_08_01,PS,SCNORTH,1,1.5,6,11,MALC,D,NA,51
2019_08_01,PS,SCNORTH,1,1.5,6,12,MALC,L,NA,51
2019_08_01,PS,SCNORTH,1,1.5,6,13,MALC,L,NA,51
2019_08_01,PS,SCNORTH,1,1.5,6,14,MALC,D,SPONGE,51
2019_08_01,PS,SCNORTH,1,1.5,6,15,MALC,D,HALI,51
2019_08_01,PS,SCNORTH,1,1.5,6,16,MALC,D,NA,51
2019_08_01,PS,SCNORTH,1,1.5,6,17,SAND,NA,NA,51
2019_08_01,PS,SCNORTH,1,1.5,6,18,MALC,D,CCA,51
2019_08_01,PS,SCNORTH,1,1.5,6,19,MALC,D,ZPUL,51
2019_08_01,PS,SCNORTH,1,1.5,6,20,SAND,NA,NA,51
2019_08_01,PS,SCNORTH,1,1.5,6,21,MALC,D,SPONGE,51
2019_08_01,PS,SCNORTH,1,1.5,6,22,MALC,L,NA,51
2019_08_01,PS,SCNORTH,1,1.5,6,23,RUBB,NA,NA,51
2019_08_01,PS,SCNORTH,1,1.5,6,24,MALC,D,NA,51
2019_08_01,PS,SCNORTH,1,1.5,6,25,RUBB,NA,NA,51
2019_08_01,PS,SCNORTH,1,1.5,8,1,DCOR,D,ZPUL,26
2019_08_01,PS,SCNORTH,1,1.5,8,2,DCOR,D,ZPUL,26
2019_08_01,PS,SCNORTH,1,1.5,8,3,RUBB,D,NA,26
2019_08_01,PS,SCNORTH,1,1.5,8,4,DCOR,D,SPONGE,26
2019_08_01,PS,SCNORTH,1,1.5,8,5,MALC,L,NA,26
2019_08_01,PS,SCNORTH,1,1.5,8,6,MALC,D,HALI,26
2019_08_01,PS,SCNORTH,1,1.5,8,7,MALC,L,NA,26
2019_08_01,PS,SCNORTH,1,1.5,8,8,MALC,L,NA,26
2019_08_01,PS,SCNORTH,1,1.5,8,9,MALC,L,NA,26
2019_08_01,PS,SCNORTH,1,1.5,8,10,MALC,D,ZPUL,26
2019_08_01,PS,SCNORTH,1,1.5,8,11,MALC,D,ZPUL,26
2019_08_01,PS,SCNORTH,1,1.5,8,12,PORI,L,NA,26
2019_08_01,PS,SCNORTH,1,1.5,8,13,PORI,L,NA,26
2019_08_01,PS,SCNORTH,1,1.5,8,14,MALC,D,HALI,26
2019_08_01,PS,SCNORTH,1,1.5,8,15,MALC,D,HALI,26
2019_08_01,PS,SCNORTH,1,1.5,8,16,MALC,L,NA,26
2019_08_01,PS,SCNORTH,1,1.5,8,17,MALC,D,NA,26
2019_08_01,PS,SCNORTH,1,1.5,8,18,MALC,D,HALI,26
2019_08_01,PS,SCNORTH,1,1.5,8,19,MALC,L,NA,26
2019_08_01,PS,SCNORTH,1,1.5,8,20,MALC,D,ZPUL,26
2019_08_01,PS,SCNORTH,1,1.5,8,21,MALC,L,NA,26
2019_08_01,PS,SCNORTH,1,1.5,8,22,MALC,D,ZPUL,26
2019_08_01,PS,SCNORTH,1,1.5,8,23,MALC,D,ZPUL,26
2019_08_01,PS,SCNORTH,1,1.5,8,24,MALC,D,ZPUL,26
2019_08_01,PS,SCNORTH,1,1.5,8,25,MALC,L,NA,26
2019_08_01,PS,SCNORTH,1,1.5,10,1,SPONGE,L,NA,33
2019_08_01,PS,SCNORTH,1,1.5,10,2,SAND,NA,NA,33
2019_08_01,PS,SCNORTH,1,1.5,10,3,MALC,D,ZPUL,33
2019_08_01,PS,SCNORTH,1,1.5,10,4,MALC,D,ZPUL,33
2019_08_01,PS,SCNORTH,1,1.5,10,5,MALC,L,NA,33
2019_08_01,PS,SCNORTH,1,1.5,10,6,GRASS,L,NA,33
2019_08_01,PS,SCNORTH,1,1.5,10,7,GRASS,L,NA,33
2019_08_01,PS,SCNORTH,1,1.5,10,8,PORI,D,TURF,33
2019_08_01,PS,SCNORTH,1,1.5,10,9,SAND,NA,NA,33
2019_08_01,PS,SCNORTH,1,1.5,10,10,SAND,NA,NA,33
2019_08_01,PS,SCNORTH,1,1.5,10,11,MALC,L,NA,33
2019_08_01,PS,SCNORTH,1,1.5,10,12,GRASS,L,NA,33
2019_08_01,PS,SCNORTH,1,1.5,10,13,PORI,D,NA,33
2019_08_01,PS,SCNORTH,1,1.5,10,14,PORI,D,NA,33
2019_08_01,PS,SCNORTH,1,1.5,10,15,PORI,D,NA,33
2019_08_01,PS,SCNORTH,1,1.5,10,16,PORI,L,NA,33
2019_08_01,PS,SCNORTH,1,1.5,10,17,PORI,D,NA,33
2019_08_01,PS,SCNORTH,1,1.5,10,18,PORI,D,NA,33
2019_08_01,PS,SCNORTH,1,1.5,10,19,MALC,L,NA,33
2019_08_01,PS,SCNORTH,1,1.5,10,20,MALC,L,NA,33
2019_08_01,PS,SCNORTH,1,1.5,10,21,MALC,L,NA,33
2019_08_01,PS,SCNORTH,1,1.5,10,22,DCOR,D,SPONGE,33
2019_08_01,PS,SCNORTH,1,1.5,10,23,DCOR,D,HALI,33
2019_08_01,PS,SCNORTH,1,1.5,10,24,PORI,L,NA,33
2019_08_01,PS,SCNORTH,1,1.5,10,25,PORI,D,NA,33
2019_08_01,PS,SCNORTH,1,1.5,12,1,MALC,D,NA,53
2019_08_01,PS,SCNORTH,1,1.5,12,2,ATEN,D,ZPUL,53
2019_08_01,PS,SCNORTH,1,1.5,12,3,PORI,D,NA,53
2019_08_01,PS,SCNORTH,1,1.5,12,4,PORI,D,HALI,53
2019_08_01,PS,SCNORTH,1,1.5,12,5,PORI,D,NA,53
2019_08_01,PS,SCNORTH,1,1.5,12,6,DCOR,D,HALI,53
2019_08_01,PS,SCNORTH,1,1.5,12,7,PORI,D,HALI,53
2019_08_01,PS,SCNORTH,1,1.5,12,8,PORI,D,NA,53
2019_08_01,PS,SCNORTH,1,1.5,12,9,ATEN,D,NA,53
2019_08_01,PS,SCNORTH,1,1.5,12,10,PORI,D,HALI,53
2019_08_01,PS,SCNORTH,1,1.5,12,11,PORI,D,HALI,53
2019_08_01,PS,SCNORTH,1,1.5,12,12,PORI,D,HALI,53
2019_08_01,PS,SCNORTH,1,1.5,12,13,PORI,D,NA,53
2019_08_01,PS,SCNORTH,1,1.5,12,14,SAND,NA,NA,53
2019_08_01,PS,SCNORTH,1,1.5,12,15,DCOR,D,HALI,53
2019_08_01,PS,SCNORTH,1,1.5,12,16,DCOR,D,HALI,53
2019_08_01,PS,SCNORTH,1,1.5,12,17,PORI,D,NA,53
2019_08_01,PS,SCNORTH,1,1.5,12,18,PORI,D,NA,53
2019_08_01,PS,SCNORTH,1,1.5,12,19,PORI,D,HALI,53
2019_08_01,PS,SCNORTH,1,1.5,12,20,PORI,D,NA,53
2019_08_01,PS,SCNORTH,1,1.5,12,21,PORI,D,HALI,53
2019_08_01,PS,SCNORTH,1,1.5,12,22,SAND,NA,NA,53
2019_08_01,PS,SCNORTH,1,1.5,12,23,PORI,D,HALI,53
2019_08_01,PS,SCNORTH,1,1.5,12,24,PORI,D,HALI,53
2019_08_01,PS,SCNORTH,1,1.5,12,25,PORI,D,HALI,53
2019_08_01,PS,SCNORTH,1,1.5,14,1,PORI,D,NA,27
2019_08_01,PS,SCNORTH,1,1.5,14,2,PORI,D,NA,27
2019_08_01,PS,SCNORTH,1,1.5,14,3,PORI,D,HALI,27
2019_08_01,PS,SCNORTH,1,1.5,14,4,DCOR,D,DICT,27
2019_08_01,PS,SCNORTH,1,1.5,14,5,DCOR,D,HALI,27
2019_08_01,PS,SCNORTH,1,1.5,14,6,DCOR,D,HALI,27
2019_08_01,PS,SCNORTH,1,1.5,14,7,RUBB,D,NA,27
2019_08_01,PS,SCNORTH,1,1.5,14,8,PORI,D,HALI,27
2019_08_01,PS,SCNORTH,1,1.5,14,9,PORI,D,HALI,27
2019_08_01,PS,SCNORTH,1,1.5,14,10,PORI,D,SPONGE,27
2019_08_01,PS,SCNORTH,1,1.5,14,11,PORI,D,NA,27
2019_08_01,PS,SCNORTH,1,1.5,14,12,PORI,D,HALI,27
2019_08_01,PS,SCNORTH,1,1.5,14,13,PORI,D,SPONGE,27
2019_08_01,PS,SCNORTH,1,1.5,14,14,PORI,D,NA,27
2019_08_01,PS,SCNORTH,1,1.5,14,15,PORI,D,SPONGE,27
2019_08_01,PS,SCNORTH,1,1.5,14,16,DCOR,D,HALI,27
2019_08_01,PS,SCNORTH,1,1.5,14,17,PORI,D,HALI,27
2019_08_01,PS,SCNORTH,1,1.5,14,18,MALC,L,NA,27
2019_08_01,PS,SCNORTH,1,1.5,14,19,PORI,L,NA,27
2019_08_01,PS,SCNORTH,1,1.5,14,20,SAND,NA,NA,27
2019_08_01,PS,SCNORTH,1,1.5,14,21,PORI,L,NA,27
2019_08_01,PS,SCNORTH,1,1.5,14,22,PORI,D,HALI,27
2019_08_01,PS,SCNORTH,1,1.5,14,23,PORI,D,NA,27
2019_08_01,PS,SCNORTH,1,1.5,14,24,MALC,L,NA,27
2019_08_01,PS,SCNORTH,1,1.5,14,25,MALC,D,ZPUL,27
2019_08_01,PS,SCNORTH,1,1.5,16,1,PORI,L,NA,31
2019_08_01,PS,SCNORTH,1,1.5,16,2,PORI,D,NA,31
2019_08_01,PS,SCNORTH,1,1.5,16,3,PORI,D,SPONGE,31
2019_08_01,PS,SCNORTH,1,1.5,16,4,PORI,L,NA,31
2019_08_01,PS,SCNORTH,1,1.5,16,5,PORI,L,NA,31
2019_08_01,PS,SCNORTH,1,1.5,16,6,MALC,L,NA,31
2019_08_01,PS,SCNORTH,1,1.5,16,7,SAND,NA,NA,31
2019_08_01,PS,SCNORTH,1,1.5,16,8,MALC,L,NA,31
2019_08_01,PS,SCNORTH,1,1.5,16,9,SAND,NA,NA,31
2019_08_01,PS,SCNORTH,1,1.5,16,10,MALC,D,CCA,31
2019_08_01,PS,SCNORTH,1,1.5,16,11,MALC,D,NA,31
2019_08_01,PS,SCNORTH,1,1.5,16,12,SAND,NA,NA,31
2019_08_01,PS,SCNORTH,1,1.5,16,13,MALC,L,NA,31
2019_08_01,PS,SCNORTH,1,1.5,16,14,MALC,L,NA,31
2019_08_01,PS,SCNORTH,1,1.5,16,15,MALC,D,NA,31
2019_08_01,PS,SCNORTH,1,1.5,16,16,MALC,L,NA,31
2019_08_01,PS,SCNORTH,1,1.5,16,17,MALC,D,ZPUL,31
2019_08_01,PS,SCNORTH,1,1.5,16,18,MALC,L,NA,31
2019_08_01,PS,SCNORTH,1,1.5,16,19,MALC,L,NA,31
2019_08_01,PS,SCNORTH,1,1.5,16,20,MALC,D,HALI,31
2019_08_01,PS,SCNORTH,1,1.5,16,21,PORI,L,NA,31
2019_08_01,PS,SCNORTH,1,1.5,16,22,SAND,NA,NA,31
2019_08_01,PS,SCNORTH,1,1.5,16,23,SAND,NA,NA,31
2019_08_01,PS,SCNORTH,1,1.5,16,24,MALC,D,NA,31
2019_08_01,PS,SCNORTH,1,1.5,16,25,GRASS,L,NA,31
2019_08_01,PS,SCNORTH,1,1.5,18,1,PORI,D,ZPUL,29
2019_08_01,PS,SCNORTH,1,1.5,18,2,PORI,D,ZPUL,29
2019_08_01,PS,SCNORTH,1,1.5,18,3,PORI,D,SPONGE,29
2019_08_01,PS,SCNORTH,1,1.5,18,4,PORI,D,ZPUL,29
2019_08_01,PS,SCNORTH,1,1.5,18,5,PORI,D,ZPUL,29
2019_08_01,PS,SCNORTH,1,1.5,18,6,PORI,D,ZPUL,29
2019_08_01,PS,SCNORTH,1,1.5,18,7,ATEN,D,ZPUL,29
2019_08_01,PS,SCNORTH,1,1.5,18,8,PORI,D,ZPUL,29
2019_08_01,PS,SCNORTH,1,1.5,18,9,PORI,D,ZPUL,29
2019_08_01,PS,SCNORTH,1,1.5,18,10,PORI,D,ZPUL,29
2019_08_01,PS,SCNORTH,1,1.5,18,11,PORI,D,ZPUL,29
2019_08_01,PS,SCNORTH,1,1.5,18,12,PORI,D,ZPUL,29
2019_08_01,PS,SCNORTH,1,1.5,18,13,PORI,D,ZPUL,29
2019_08_01,PS,SCNORTH,1,1.5,18,14,PORI,D,ZPUL,29
2019_08_01,PS,SCNORTH,1,1.5,18,15,PORI,D,ZPUL,29
2019_08_01,PS,SCNORTH,1,1.5,18,16,PORI,D,ZPUL,29
2019_08_01,PS,SCNORTH,1,1.5,18,17,PORI,D,HALI,29
2019_08_01,PS,SCNORTH,1,1.5,18,18,PORI,D,ZPUL,29
2019_08_01,PS,SCNORTH,1,1.5,18,19,PORI,D,ZPUL,29
2019_08_01,PS,SCNORTH,1,1.5,18,20,PORI,D,ZPUL,29
2019_08_01,PS,SCNORTH,1,1.5,18,21,PORI,L,NA,29
2019_08_01,PS,SCNORTH,1,1.5,18,22,PORI,D,ZPUL,29
2019_08_01,PS,SCNORTH,1,1.5,18,23,PORI,D,ZPUL,29
2019_08_01,PS,SCNORTH,1,1.5,18,24,PORI,D,ZPUL,29
2019_08_01,PS,SCNORTH,1,1.5,18,25,PORI,L,NA,29
2019_08_01,PS,SCNORTH,1,1.5,20,1,PORI,D,SPONGE,51
2019_08_01,PS,SCNORTH,1,1.5,20,2,PORI,D,HALI,51
2019_08_01,PS,SCNORTH,1,1.5,20,3,PORI,D,HALI,51
2019_08_01,PS,SCNORTH,1,1.5,20,4,MALC,L,NA,51
2019_08_01,PS,SCNORTH,1,1.5,20,5,PORI,D,HALI,51
2019_08_01,PS,SCNORTH,1,1.5,20,6,PORI,D,HALI,51
2019_08_01,PS,SCNORTH,1,1.5,20,7,PORI,D,NA,51
2019_08_01,PS,SCNORTH,1,1.5,20,8,PORI,D,NA,51
2019_08_01,PS,SCNORTH,1,1.5,20,9,PORI,D,HALI,51
2019_08_01,PS,SCNORTH,1,1.5,20,10,PORI,D,ZPUL,51
2019_08_01,PS,SCNORTH,1,1.5,20,11,PORI,D,NA,51
2019_08_01,PS,SCNORTH,1,1.5,20,12,PORI,D,NA,51
2019_08_01,PS,SCNORTH,1,1.5,20,13,PORI,D,NA,51
2019_08_01,PS,SCNORTH,1,1.5,20,14,PORI,D,NA,51
2019_08_01,PS,SCNORTH,1,1.5,20,15,PORI,D,NA,51
2019_08_01,PS,SCNORTH,1,1.5,20,16,PORI,D,NA,51
2019_08_01,PS,SCNORTH,1,1.5,20,17,MALC,L,NA,51
2019_08_01,PS,SCNORTH,1,1.5,20,18,PORI,L,NA,51
2019_08_01,PS,SCNORTH,1,1.5,20,19,DCOR,D,HALI,51
2019_08_01,PS,SCNORTH,1,1.5,20,20,PORI,D,HALI,51
2019_08_01,PS,SCNORTH,1,1.5,20,21,PORI,L,NA,51
2019_08_01,PS,SCNORTH,1,1.5,20,22,MALC,D,HALI,51
2019_08_01,PS,SCNORTH,1,1.5,20,23,PORI,D,CCA,51
2019_08_01,PS,SCNORTH,1,1.5,20,24,PORI,L,NA,51
2019_08_01,PS,SCNORTH,1,1.5,20,25,PORI,D,NA,51
2019_08_01,PS,SCNORTH,1,1.5,22,1,PORI,D,ZPUL,35
2019_08_01,PS,SCNORTH,1,1.5,22,2,PORI,D,ZPUL,35
2019_08_01,PS,SCNORTH,1,1.5,22,3,PORI,D,ZPUL,35
2019_08_01,PS,SCNORTH,1,1.5,22,4,PORI,D,HALI,35
2019_08_01,PS,SCNORTH,1,1.5,22,5,PORI,D,ZPUL,35
2019_08_01,PS,SCNORTH,1,1.5,22,6,PORI,D,ZPUL,35
2019_08_01,PS,SCNORTH,1,1.5,22,7,PORI,D,ZPUL,35
2019_08_01,PS,SCNORTH,1,1.5,22,8,PORI,D,ZPUL,35
2019_08_01,PS,SCNORTH,1,1.5,22,9,PORI,D,HALI,35
2019_08_01,PS,SCNORTH,1,1.5,22,10,PORI,D,ZPUL,35
2019_08_01,PS,SCNORTH,1,1.5,22,11,PORI,D,CCA,35
2019_08_01,PS,SCNORTH,1,1.5,22,12,PORI,D,ZPUL,35
